DTL_ADRES,USE_SE_CD,LO,VT_ACMDFCLTY_NM,RN_DTL_ADRES,ACMD_BULD_MNG_NO,BDONG_CD,ARCD,HDONG_CD,FCLTY_AR,LA,ACMDFCLTY_SN,EQK_ACMDFCLTY_ADRES,TELNO,VT_ACMD_PSBL_NMPR
,1,126.8459773,우리어린이공원,경기도 광명시 목감로 44(광명동),,4121010100,4121000000,4121057000,1150,37.472144,42,경기도 광명시 광명동 785-3,02-2680-5112,1394
,1,126.8449027,"스피돔 경륜장 주차장(P5 대형주차장, P6 남쪽 우수지옆 주차장)",,,4121010100,4121000000,4121051000,16000,37.46639647,43,경기도 광명시 광명동 780,02-2680-5143,19394
,1,126.8515295,광문초등학교 운동장,경기도 광명시 덕단이로 29(광명동),,4121010100,4121000000,4121058000,9956,37.46653884,47,경기도 광명시 광명동 735,02-2618-2619,12068
,1,126.8544745,신나는어린이공원,경기도 광명시 도덕로54번길 11(광명동),,4121010100,4121000000,4121058000,1362,37.46825896,49,경기도 광명시 광명동 731,02-2680-5143,1651
,1,129.0518045,만리산체육공원 입구,부산광역시 부산진구 엄광로 479-1 (범천동),,2623010400,2623000000,2623078000,1200,35.14488902,75,부산광역시 부산진구 범천동 1272-372,051-605-6315,1454
,1,126.8671186,광명북고등학교 운동장,경기도 광명시 시청로 127(철산동),,4121010200,4121000000,4121059000,11865,37.48791438,51,경기도 광명시 철산동 59-1,02-2680-5161,14382
,1,126.8680464,광명북초등학교 운동장,경기도 광명시 시청로138번길 8(철산동),,4121010200,4121000000,4121060000,8626,37.48675572,56,경기도 광명시 철산동 87,02-2680-5842,10456
,1,126.8703301,도덕초등학교 운동장,경기도 광명시 가마산로 28(철산동),,4121010200,4121000000,4121060000,8564,37.4842815,57,경기도 광명시 철산동 237,02-2680-5842,10381
,1,126.8748946,철산초등학교 운동장,경기도 광명시 하안로 392(철산동),,4121010200,4121000000,4121061000,13340,37.4694544,64,경기도 광명시 철산동 555,02-2616-0528,16170
,1,126.8657296,광덕초등학교 운동장,,,4121010200,4121000000,4121062000,10887,37.47334468,65,경기도 광명시 철산동 498,02-2616-4148,13196
,1,126.8660109,광명고등학교 운동장,경기도 광명시 오리로876번길 17(철산동),,4121010200,4121000000,4121061000,8200,37.47827753,69,경기도 광명시 철산동 234,02-2680-5203,9939
,1,126.8728608,광성초등학교 운동장,경기도 광명시 철산로 59(철산동),,4121010200,4121000000,4121061000,7768,37.47833405,71,경기도 광명시 철산동 243,02-2680-5203,9413
,1,126.872686,안현어린이공원,경기도 광명시 안재로16번길 10(하안동),,4121010300,4121000000,4121063100,1200,37.46022535,82,경기도 광명시 하안동 597,02-2680-6550,1455
,1,126.8741566,하안초등학교 운동장,경기도 광명시 안현로 16(하안동),,4121010300,4121000000,4121063200,10508,37.46289408,84,경기도 광명시 하안동 649,02-806-1238,12737
,1,127.4272222,호법초등학교 운동장,,,4150033023,4150000000,4150033000,3364,37.22415598,8,경기도 이천시 호법면 후안리 295,031-633-5647,4078
,1,127.3942389,이천매곡초등학교 운동장,경기도 이천시 호법면 이섭대천로96번길 8,,4150033025,4150000000,4150033000,1756,37.21457976,9,경기도 이천시 호법면 매곡리 188-1,031-638-0982,2128
,1,129.1222501,센텀초등학교운동장,부산광역시 해운대구 센텀중앙로 166(재송동),,2635010400,2635000000,2635065000,3033,35.18074497,54,부산광역시 해운대구 재송동 1198,051-749-4645,3676
,1,129.1674989,신도고등학교운동장,부산광역시 해운대구 좌동순환로 64(좌동),,2635010700,2635000000,2635055300,6020,35.1712124,60,부산광역시 해운대구 좌동 1344,051-749-4645,7296
,1,129.1669786,신도중학교운동장,부산광역시 해운대구 좌동순환로 50(좌동),,2635010700,2635000000,2635055300,4568,35.1703617,61,부산광역시 해운대구 좌동 1345,051-749-4645,5536
,1,127.4438311,이천남초등학교 운동장,경기도 이천시 경충대로2614번길 32(중리동),,4150010300,4150000000,4150052000,6370,37.2765227,18,경기도 이천시 중리동 455,031-633-5674,7287
1388-0,1,129.1411328,해강초등학교운동장,부산광역시 해운대구 해운대해변로 73(우동),,2635010500,2635000000,2635052500,4570,35.16202957,82,부산광역시 해운대구 우동 1388,051-749-4645,5539
,1,129.161464,해운대중학교운동장,부산광역시 해운대구 우동2로30번길 99(우동),,2635010500,2635000000,2635051000,5125,35.1713615,91,부산광역시 해운대구 우동 278-13,051-749-4645,6212
,1,129.1660559,해운대초등학교운동장,부산광역시 해운대구 중동2로24번길 30(중동),,2635010600,2635000000,2635053000,3870,35.16434072,92,부산광역시 해운대구 중동 1234,051-749-4645,4690
,1,129.1006095,삼육고등학교운동장,강원특별자치도 동해시 동해대로 5367(천곡동),,5117010100,5117000000,5117051000,2220,37.52195044,7,강원특별자치도 동해시 천곡동 566-3,070-4000-4809,2691
,1,129.1008621,동호초등학교운동장,강원특별자치도 동해시 동호로 25(발한동),,5117011100,5117000000,5117055000,5258,37.5434119,18,강원특별자치도 동해시 발한동 572-2,033-533-7317,6373
,1,129.1058725,묵호중학교운동장,강원특별자치도 동해시 향로3길 42(발한동),,5117011100,5117000000,5117057000,7413,37.54407755,19,강원특별자치도 동해시 발한동 173,033-535-0550,8985
,1,129.123567,예람중학교운동장,강원특별자치도 동해시 선돌길 21(단봉동),,5117011600,5117000000,5117060000,3143,37.48040941,21,강원특별자치도 동해시 단봉동 1-1,033-521-5527,3810
,1,126.6960451,감정초등학교 운동장,경기도 김포시 중봉로 11(감정동),,4157010500,4157000000,4157051500,3772,37.62349832,15,경기도 김포시 감정동 508-13,031-980-2917,1143
,1,127.3204628,좌항초등학교 운동장,경기도 용인시 처인구 원삼면 원양로 603,,4146134023,4146000000,4146134000,3727,37.20170293,14,경기도 용인시 처인구 원삼면 좌항리 126-4,031-334-4227,4518
,1,128.783108,웅동초등학교운동장,경상남도 창원시 진해구 마천로 29(마천동),,4812915800,4812000000,4812964000,4280,35.12677489,21,경상남도 창원시 진해구 마천동 144-8,055-548-4653,5187
,1,128.8065378,안청초등학교운동장,경상남도 창원시 진해구 안골로 303(안골동),,4812916300,4812000000,4812965000,2650,35.0995039,23,경상남도 창원시 진해구 안골동 369,055-548-4653,3212
,1,129.0785328,연제초등학교 운동장,부산광역시 연제구 중앙대로1065번길 14(연산동),,2647010200,2647000000,2647069000,6480,35.18424256,28,부산광역시 연제구 연산동 1300,051-867-8215,7854
,1,129.3754506,효정고등학교 운동장,울산광역시 북구 율동2길 41(효문동),,3120012300,3120000000,3120056000,8547,35.56300585,59,울산광역시 북구 효문동 507,070-5228-2409,10360
,1,126.864616,현대어린이공원,,,4121010300,4121000000,4121063100,1215,37.46758068,81,경기도 광명시 하안동 707-23,02-2680-6550,1473
,1,128.5324716,풍기중학교 운동장,경상북도 영주시 풍기읍 동성로 34,,4721025022,4721000000,4721025000,2925,36.87039105,5,경상북도 영주시 풍기읍 동부리 369,054-639-5971,4329
,1,126.6274587,답동소공원,인천광역시 중구 우현로 28(답동),,2811012500,2811000000,2811053000,2550,37.4695758,84,인천광역시 중구 답동 18-5,032-760-7580,2727
,1,126.5565348,영종하늘체육공원,인천광역시 중구 하늘달빛로 108(중산동),,2811014500,2811000000,2811062200,60631,37.4891698,87,인천광역시 중구 중산동 1878-3,032-760-7775,73128
,1,127.425034,진안군청 주차장,전북특별자치도 진안군 진안읍 중앙로 67,,5272025022,5272000000,5272025000,1233,35.79160933,26,전북특별자치도 진안군 진안읍 군하리 97-4,063-430-2588,373
,1,126.7706465,고양신일초등학교 운동장,경기도 고양시 일산서구 강선로 183(일산동),,4128710100,4128000000,4128753000,6624,37.67924724,45,경기도 고양시 일산서구 일산동 1075,031-912-2071,8029
,1,128.0070755,수백초등학교 운동장,강원특별자치도 횡성군 공근면 공근남로 446,,5173036036,5173000000,5173036000,5145,37.53372429,24,강원특별자치도 횡성군 공근면 수백리 341-3,033-340-2519,6236
,1,128.8783016,신호초등학교 운동장,부산광역시 강서구 신호이로75번길 12(신호동),,2644011700,2644000000,2644056000,4268,35.08186024,25,부산광역시 강서구 신호동 254,051-970-2754,5173
,1,126.7448319,대화중학교 운동장,경기도 고양시 일산서구 고양대로 348(대화동),,4128710400,4128000000,4128757000,7800,37.67367903,53,경기도 고양시 일산서구 대화동 2230,031-914-0524,9455
,1,126.7223834,고양송산중학교 운동장,경기도 고양시 일산서구 가좌2로 15(가좌동),,4128710600,4128000000,4128759000,4165,37.68780099,57,경기도 고양시 일산서구 가좌동 1100,031-910-1305,5048
,1,126.8256307,충장인조잔디축구장,,,4128112500,4128000000,4128163000,8212,37.61394561,68,경기도 고양시 덕양구 행주내동 630,031-970-2173,9954
,1,126.7375855,대화인조잔디축구장,경기도 고양시 일산서구 대화로 168(대화동),,4128710400,4128000000,4128758000,8360,37.66997307,69,경기도 고양시 일산서구 대화동 2312,031-929-4861,10133
,1,129.0770404,내성중학교 운동장,부산광역시 동래구 중앙대로 1297(온천동),,2626010800,2626000000,2626057000,4100,35.20333243,27,부산광역시 동래구 온천동 1458-20,051-994-3306,4969
358-8,1,129.0689063,부산동성고등학교운동장,부산광역시 부산진구 동성로 16(전포동),,2623010200,2623000000,2623060000,7000,35.15144215,10,부산광역시 부산진구 전포동 358-8,051-802-4631,8485
32-0,1,126.9597888,원광대학교 대운동장,전북특별자치도 익산시 익산대로 460(신동),,5214012000,5214000000,5214065600,22190,35.97076487,120,전북특별자치도 익산시 신용동 32,063-859-5964,26897
,1,126.8395055,소만초등학교 운동장,경기도 고양시 덕양구 화신로 48(행신동),,4128112800,4128000000,4128165000,7004,37.61725621,19,경기도 고양시 덕양구 행신동 780,031-970-2146,8490
,1,127.820381,마로면사무소 공터,충청북도 보은군 마로면 관기송현로 103,,4372033021,4372000000,4372033000,800,36.435506,30,충청북도 보은군 마로면 관기리 293,043-540-3473,969
,1,129.0565634,사직고등학교 운동장,부산광역시 동래구 쇠미로119번길 51(사직동),,2626010900,2626000000,2626059000,4675,35.20332049,38,부산광역시 동래구 사직동 632-8,051-590-0307,5666
,1,127.596464,회인면사무소 공터,충청북도 보은군 회인면 회인로 81,,4372038521,4372000000,4372038500,750,36.494646,35,충청북도 보은군 회인면 중앙리 172-2,043-540-3473,909
,1,127.723292,뱃들공원 공터 ,,,4372025031,4372000000,4372025000,750,36.486351,42,충청북도 보은군 보은읍 이평리 175-1,043-540-3473,909
,1,129.1114785,남일중학교 운동장,부산광역시 동래구 온천천로531번길 49(안락동),,2626010200,2626000000,2626075000,4418,35.19244772,50,부산광역시 동래구 안락동 165-1,051-790-6300,5355
131-9,1,127.5922859,오동리 마을회관 공터 ,충청북도 보은군 회인면 오동1길 7-2 ,,4372038529,4372000000,4372038500,350,36.51550845,48,충청북도 보은군 회인면 오동리 131-9,043-540-3473,424
,1,126.7294968,새갈공원(갈산2공원),인천광역시 부평구 갈월동로 70(갈산동),,2823710600,2823700000,2823764100,1406,37.51349729,83,인천광역시 부평구 갈산동 359-1,032-509-6970,1704
71-0,1,127.5988144,죽암리 마을회관 공터,충청북도 보은군 회인면 죽암2길 30,,4372038533,4372000000,4372038500,200,36.47475537,52,충청북도 보은군 회인면 죽암리 71,043-540-3473,242
945-0,1,126.7284564,만월공원,인천광역시 부평구 동수로 94(부평동),,2823710100,2823700000,2823756000,1590,37.48449878,95,인천광역시 부평구 부평동 945,032-509-6970,1927
,1,126.7431654,가족공원(삼산2-4공원),,,2823710500,2823700000,2823764100,803,37.52116565,98,인천광역시 부평구 삼산동 389-7,032-509-6970,973
,1,126.7422183,동심공원(삼산1-4공원),,,2823710500,2823700000,2823764100,1585,37.50948973,109,인천광역시 부평구 삼산동 456-11,032-509-6970,1921
,1,126.7393002,신궁동공원(부개1공원),,,2823710700,2823700000,2823765000,1276,37.50461636,116,인천광역시 부평구 부개동 496-12,032-509-6970,1546
,1,126.8826332,영당말근린공원,,,4121010400,4121000000,4121064000,16200,37.43381209,108,경기도 광명시 소하동 1378-1,02-2680-5371,19636
,1,129.4306397,일산해수욕장 공용주차장,울산광역시 동구 일산진11길 31(일산동),,3117010300,3117000000,3117052000,4900,35.49812747,40,울산광역시 동구 일산동 948-4,052-206-3689,5939
,1,127.0675517,효자초등학교 운동장,경기도 용인시 수지구 성복1로 106-1 (성복동),,4146510600,4146000000,4146559000,1500,37.31705868,99,경기도 용인시 수지구 성복동 732,031-276-3038,1818
,1,127.1085408,구갈중학교 운동장,경기도 용인시 기흥구 산양로 12(신갈동),,4146310100,4146000000,4146351000,2402,37.28446728,100,경기도 용인시 기흥구 신갈동 163,031-283-8343,2911
,1,129.0228474,남부민초등학교 운동장,부산광역시 서구 천마로 153(남부민동),,2614012300,2614000000,2614065000,12545,35.08969718,19,부산광역시 서구 남부민동 76,051-240-4652,15206
,1,129.0352079,동평초등학교운동장,부산광역시 부산진구 당감서로65번길 31(당감동),,2623010900,2623000000,2623070000,9809,35.16711101,8,부산광역시 부산진구 당감동 705-1,051-718-0108,11890
,1,129.0416587,동평중학교운동장,부산광역시 부산진구 백양순환로119번길 12-31 (부암동),,2623010800,2623000000,2623066000,6546,35.17103561,28,부산광역시 부산진구 부암동 452-17,051-605-6737,7935
275-0,1,129.0486771,부암초등학교운동장,부산광역시 부산진구 신천대로263번길 26(부암동),,2623010800,2623000000,2623064000,2100,35.1647705,39,부산광역시 부산진구 부암동 275,051-816-2677,2545
산34-0,1,129.0314198,가야고등학교운동장,부산광역시 부산진구 엄광로 152(가야동),,2623011000,2623000000,2623072000,7000,35.14597685,46,부산광역시 부산진구 가야동 산 34,051-893-1884,8484
,1,127.4187176,진안중학교 운동장,전북특별자치도 진안군 진안읍 상역로 86,,5272025021,5272000000,5272025000,5159,35.79999607,25,전북특별자치도 진안군 진안읍 군상리 1053-4,063-430-2588,1563
,1,128.4236706,대진초등학교 운동장,강원특별자치도 고성군 현내면 대진3길 15,,5182031021,5182000000,5182031000,5610,38.49660733,43,강원특별자치도 고성군 현내면 대진리 148,033-682-0041,6800
,1,126.5914925,보길동초등학교,전라남도 완도군 보길면 중리1길 6-18 ,,4689038021,4689000000,4689038000,9322,34.16347759,34,전라남도 완도군 보길면 중통리 379-1,061-554-6463,700
,1,127.4512418,설봉중학교 운동장,경기도 이천시 향교로 117(창전동),,4150010100,4150000000,4150051000,4828,37.28455599,13,경기도 이천시 창전동 501-2,031-645-7997,5852
,1,127.4479377,이천고등학교 운동장,,,4150010900,4150000000,4150051500,9725,37.28825052,15,경기도 이천시 증포동 402,031-645-0885,11788
,1,126.9457362,안양부흥중학교 운동장,경기도 안양시 동안구 달안로 25(비산동),,4117310100,4117000000,4117354000,5848,37.3938637,23,경기도 안양시 동안구 비산동 1102-1,031-381-0168,7310
,1,126.9447791,부흥고등학교 운동장,경기도 안양시 동안구 달안로 15(비산동),,4117310100,4117000000,4117354000,7928,37.39308715,24,경기도 안양시 동안구 비산동 1102-2,031-389-7300,9910
,1,126.8440122,성사초등학교 운동장,경기도 고양시 덕양구 호국로834번길 89(성사동),,4128110600,4128000000,4128154000,10951,37.65761378,4,경기도 고양시 덕양구 성사동 716,070-8672-0282,13274
,1,126.9699851,민백초등학교 운동장,경기도 안양시 동안구 부림로 22(평촌동),,4117310300,4117000000,4117357800,6360,37.38627177,38,경기도 안양시 동안구 평촌동 933-1,070-7114-2106,7950
,1,129.0914208,연제고등학교 운동장,부산광역시 연제구 쌍미천로30번길 31(연산동),,2647010200,2647000000,2647070000,3960,35.17732495,35,부산광역시 연제구 연산동 2143,051-864-4807,4800
,1,127.225273,둔전초등학교 운동장,경기도 용인시 처인구 포곡읍 포곡로118번길 61,,4146125023,4146000000,4146125000,2644,37.26852487,4,경기도 용인시 처인구 포곡읍 둔전리 108-10,070-8680-1939,3205
,1,127.2505363,왕산초등학교 운동장,경기도 용인시 처인구 모현읍 백옥대로2366번길 7-8 ,,4146125321,4146000000,4146125300,3685,37.33521697,8,경기도 용인시 처인구 모현읍 왕산리 808-2,031-333-9444,4467
,1,127.7659837,용화초등학교 운동장,충청북도 영동군 용화면 용화양강로 32,,4374037021,4374000000,4374037000,2229,36.02319523,18,충청북도 영동군 용화면 용화리 760,043-740-3914,2701
212-0,1,129.3151653,태화강 둔치,,,3111010600,3111000000,3111058000,318650,35.55236613,41,울산광역시 중구 성남동 212,290-4066,386242
,1,128.7618299,상동초등학교 운동장,경상남도 밀양시 상동면 금산5길 4,,4827032021,4827000000,4827032000,6480,35.55333755,10,경상남도 밀양시 상동면 금산리 887-3,055-359-5517,7854
,1,126.920253,광주우산초등학교 운동장,광주광역시 북구 서방로63번길 67(우산동),,2917011000,2917000000,2917062000,16606,35.17545703,24,광주광역시 북구 우산동 168-6,062-260-1771,20128
,1,129.1019704,과정공원,부산광역시 연제구 과정로 227(연산동),,2647010200,2647000000,2647072000,1947,35.1873926,43,부산광역시 연제구 연산동 407,051-665-4534,2360
373-1,1,126.7240655,굴포공원,인천광역시 부평구 주부토로 157(갈산동),,2823710600,2823700000,2823764200,10265,37.5091331,58,인천광역시 부평구 갈산동 373-1,032-509-6970,12442
,1,126.7437604,후정공원,,,2823710500,2823700000,2823764100,11399,37.52356848,65,인천광역시 부평구 삼산동 386,032-509-6970,13816
,1,127.7805528,괴산북중학교 운동장,충청북도 괴산군 괴산읍 임꺽정로 139,,4376025022,4376000000,4376025000,2668,36.8154572,3,충청북도 괴산군 괴산읍 서부리 725,043-830-3619,3233
,1,126.7210182,송포초등학교 운동장,경기도 고양시 일산서구 송산로 379(가좌동),,4128710600,4128000000,4128759000,3157,37.68568924,59,경기도 고양시 일산서구 가좌동 355-1,031-923-0166,3827
,1,129.0891775,동래사적공원(읍성광장),부산광역시 동래구 동래역사관길 18(복천동),,2626010500,2626000000,2626052000,20000,35.20926678,16,부산광역시 동래구 복천동 1-2,051-550-6604,24242
,1,129.2892307,명정초등학교운동장,울산광역시 중구 명난로 115(태화동),,3111011100,3111000000,3111061000,6144,35.55241207,19,울산광역시 중구 태화동 733,290-4066,7447
,1,129.2846708,제일중학교운동장,울산광역시 중구 태화로 77(태화동),,3111011100,3111000000,3111061000,8292,35.554346,21,울산광역시 중구 태화동 871,290-4066,10051
359-0,1,129.285146,울산중앙고등학교운동장,울산광역시 중구 난곡로 33(태화동),,3111011100,3111000000,3111061000,14142,35.55563064,22,울산광역시 중구 태화동 359,290-4066,17142
,1,127.0778928,아시아공원,서울특별시 송파구 올림픽로 44(잠실동),,1171010100,1171000000,1171072000,65818,37.51028545,3,서울특별시 송파구 잠실동 84,02-2147-3105,79779
,1,129.3484122,남외초등학교운동장,울산광역시 중구 남외3길 40(남외동),,3111011500,3111000000,3111062000,320,35.56571755,27,울산광역시 중구 남외동 502-2,290-4066,388
,1,127.717098,보은읍사무소 공터,충청북도 보은군 보은읍 삼산로 50,,4372025021,4372000000,4372025000,900,36.483316,27,충청북도 보은군 보은읍 삼산리 130,043-540-3473,1090
,1,129.0520634,사직여자고등학교 운동장,부산광역시 동래구 쇠미로27번길 21(사직동),,2626010900,2626000000,2626059000,3034,35.19659077,39,부산광역시 동래구 사직동 981-1,051-792-3804,3677
,1,129.0507012,동인고등학교 운동장,부산광역시 동래구 쇠미로31번길 34(사직동),,2626010900,2626000000,2626059000,9900,35.19779785,40,부산광역시 동래구 사직동 981-90,051-501-7603,12000
466-0,1,128.7129025,밀양동명고등학교 운동장,경상남도 밀양시 하남읍 동명길 14,,4827025321,4827000000,4827025300,6115,35.37318603,7,경상남도 밀양시 하남읍 수산리 466,055-359-5517,7412
,1,127.5265258,초평면사무소,충청북도 진천군 초평면 초동로 45-6 ,,4375032024,4375000000,4375032000,4471,36.84588204,16,충청북도 진천군 초평면 용정리 584-8,043-539-8492,5419
,1,128.8765003,태룡초등학교 운동장,경상남도 밀양시 단장면 국전로 15-8 ,,4827035021,4827000000,4827035000,4171,35.51387369,15,경상남도 밀양시 단장면 태룡리 416-4,055-359-5517,5055
,1,129.0203798,경남중학교 운동장,부산광역시 서구 까치고개로229번길 7(토성동3가),,2614011400,2614000000,2614064000,6688,35.10016097,6,부산광역시 서구 토성동3가 12,051-240-4652,8106
,1,126.6999136,샘터공원,,,2823710200,2823700000,2823753000,1000,37.47087937,76,인천광역시 부평구 십정동 420,032-509-6970,1212
,1,126.7224632,갈월공원(갈산9공원),,,2823710600,2823700000,2823764100,734,37.51454,81,인천광역시 부평구 갈산동 180-7,032-509-6970,889
,1,128.650986,무안초등학교 운동장,경상남도 밀양시 무안면 사명로 531,,4827038021,4827000000,4827038000,5328,35.47289458,21,경상남도 밀양시 무안면 무안리 927-1,055-359-5517,6458
,1,129.0053484,동주초등학교  운동장 ,부산광역시 사상구 가야대로306번길 72(주례동),,2653010600,2653000000,2653066100,4788,35.14681793,2,부산광역시 사상구 주례동 531,051-790-3770,5804
,1,128.978827,부산솔빛학교 운동장,부산광역시 사상구 삼덕로5번길 171(삼락동),,2653010100,2653000000,2653058000,4382,35.18215239,38,부산광역시 사상구 삼락동 365-8,051-310-3004,5312
,1,128.8959894,가락초등학교 운동장,부산광역시 강서구 호계로 41(죽림동),,2644010500,2644000000,2644055000,4300,35.19590208,32,부산광역시 강서구 죽림동 623-2,051-970-2754,5212
,1,129.0311897,동원초등학교운동장,부산광역시 부산진구 백양산로 43(당감동),,2623010900,2623000000,2623070000,2240,35.17306046,25,부산광역시 부산진구 당감동 786-2,051-890-0292,2715
,1,129.0551509,부산진고등학교운동장,부산광역시 부산진구 성지로94번길 54(초읍동),,2623010700,2623000000,2623055000,9103,35.17913469,35,부산광역시 부산진구 초읍동 541-1,051-810-0501,11034
,1,129.0661262,양성초등학교운동장,부산광역시 부산진구 양성로 34(양정동),,2623010100,2623000000,2623056000,1500,35.17011556,40,부산광역시 부산진구 양정동 445-386,051-851-0572,1818
,1,127.0611411,한빛누리중학교 운동장,경기도 동두천시 동광로 124(생연동),,4125010300,4125000000,4125051000,400,37.91120201,2,경기도 동두천시 생연동 522-1,031-865-2643,4848
,1,126.9660298,대안중학교 운동장,경기도 안양시 동안구 흥안대로249번길 25(호계동),,4117310400,4117000000,4117363000,8592,37.3778916,44,경기도 안양시 동안구 호계동 1224,031-451-1982,10740
,1,126.8541795,광이 제2어린이공원,,,4121010100,4121000000,4121051000,715,37.48238676,11,경기도 광명시 광명동 98-11,02-2680-5048,867
,1,126.8501361,우리또래어린이공원,,,4121010100,4121000000,4121051000,1924,37.46726811,48,경기도 광명시 광명동 745,02-2680-5143,2332
,1,126.8875035,소하고등학교 운동장,경기도 광명시 소하일로 21(소하동),,4121010400,4121000000,4121064000,11688,37.44695413,98,경기도 광명시 소하동 1330,02-2680-5347,14167
,1,126.8817622,충현중학교 운동장,경기도 광명시 서원로 42(소하동),,4121010400,4121000000,4121065000,10130,37.43006631,110,경기도 광명시 소하동 1388,02-2680-5371,12279
,1,126.8912893,자경2어린이공원,,,4121010600,4121000000,4121065500,2392,37.42119394,114,경기도 광명시 일직동 505-10,02-2680-5809,2899
,1,129.0907926,동명초등학교 운동장,부산광역시 연제구 쌍미천로44번길 17(연산동),,2647010200,2647000000,2647070000,3036,35.1780437,33,부산광역시 연제구 연산동 1784-19,051-863-2965,3680
,1,128.6919951,남정초등학교 운동장,경상남도 창원시 성산구 원이대로878번길 30(가음동),,4812313100,4812300000,4812355000,9815,35.21093607,12,경상남도 창원시 성산구 가음동 11,055-272-4654,11897
,1,128.52407,금계중학교 운동장,경상북도 영주시 풍기읍 금계로 147,,4721025027,4721000000,4721025000,2508,36.88564218,4,경상북도 영주시 풍기읍 금계리 279-2,054-639-5971,3712
,1,128.6880649,안민초등학교 운동장,경상남도 창원시 성산구 안민로79번길 6(안민동),,4812311000,4812300000,4812356000,2965,35.18728377,16,경상남도 창원시 성산구 안민동 190,055-272-4654,3594
,1,126.7425919,일신초등학교 운동장,인천광역시 부평구 항동로75번길 36(일신동),,2823710800,2823700000,2823767000,3660,37.48328051,50,인천광역시 부평구 일신동 112-3,032-503-9603,4436
,1,126.6985893,상정초등학교 운동장,인천광역시 부평구 상정로 50(십정동),,2823710200,2823700000,2823768000,2600,37.47950827,52,인천광역시 부평구 십정동 198,032-431-5301,3100
,1,129.0956355,한들공원,,,2647010200,2647000000,2647065000,3370,35.1902498,44,부산광역시 연제구 연산동 2314,051-850-1790,4084
,1,127.2286655,모현초등학교 운동장,경기도 용인시 처인구 모현읍 문현로 179,,4146125325,4146000000,4146125300,4168,37.34338809,7,경기도 용인시 처인구 모현읍 매산리 224-1,031-339-7037,5052
,1,126.7627209,오마초등학교 운동장,경기도 고양시 일산서구 주엽로 214(주엽동),,4128710200,4128000000,4128756000,4176,37.67680642,51,경기도 고양시 일산서구 주엽동 33,031-912-2122,5062
504-0,1,129.3299282,함월초등학교운동장,울산광역시 중구 학성1길 25(복산동),,3111010300,3111000000,3111055500,7061,35.55903467,8,울산광역시 중구 복산동 504,290-4066,8559
,1,129.1016454,연천중학교 운동장 ,부산광역시 연제구 톳고개로 16(연산동),,2647010200,2647000000,2647073000,8525,35.18468219,49,부산광역시 연제구 연산동 272,070-4330-0354,10333
,1,129.0764939,내산초등학교 운동장,부산광역시 동래구 중앙대로1335번길 38(온천동),,2626010800,2626000000,2626056000,2895,35.20714845,22,부산광역시 동래구 온천동 700-1,051-792-0407,3509
,1,127.663886,내북면사무소 공터,충청북도 보은군 내북면 남부로 6270,,4372039024,4372000000,4372039000,550,36.577803,36,충청북도 보은군 내북면 창리 63-1,043-540-3473,666
,1,127.9608781,공근초등학교 운동장,,,5173036033,5173000000,5173036000,4266,37.53333426,23,강원특별자치도 횡성군 공근면 학담리 113,033-340-2519,5170
,1,126.8342024,진만초등학교 운동장,광주광역시 광산구 목련로394번길 40-10 (신가동),,2920011900,2920000000,2920063000,1738,35.18292844,16,광주광역시 광산구 신가동 1005,062-960-8670,2107
,1,129.3515455,동천강 둔치,울산광역시 중구 외솔큰길 196(남외동),,3111011500,3111000000,3111062000,137024,35.56684715,39,울산광역시 중구 남외동 634-1,290-4066,166090
468-5,1,128.7118824,수산초등학교 운동장,경상남도 밀양시 하남읍 수산중앙로 59,,4827025321,4827000000,4827025300,8612,35.37576613,6,경상남도 밀양시 하남읍 수산리 468-5,055-359-5517,10438
,1,128.7619103,예림초등학교 운동장,경상남도 밀양시 상남면 밀양대로 1524,,4827036022,4827000000,4827036000,9613,35.46754566,19,경상남도 밀양시 상남면 예림리 936,055-359-5517,11652
Mar-97,1,127.596961,용촌1리 마을회관 공터,충청북도 보은군 회인면 새터말1길 10-13 ,,4372038522,4372000000,4372038500,964,36.5003741,49,충청북도 보은군 회인면 용촌리 97-3,043-540-3473,1168
,1,126.7073713,약산공원,인천광역시 부평구 동암산로33번길 6-16 (십정동),,2823710200,2823700000,2823753000,1000,37.47333372,84,인천광역시 부평구 십정동 587-5,032-509-6970,1212
,1,129.2130847,유림초등학교 운동장,경상북도 경주시 용담로104번길 43-4 (황성동),,4713012400,4713000000,4713062100,9736,35.86844729,214,경상북도 경주시 황성동 539-1,054-760-2035,11801
,1,126.9750229,남면초등학교 운동장,경기도 양주시 남면 개나리18길 100,,4163032021,4163000000,4163032000,3358,37.89401203,53,경기도 양주시 남면 신산리 286-2,031-863-4506,4070
,1,126.9470668,봉담초등학교 운동장,경기도 화성시 효행구 봉담읍 진등3길 15,,4159325021,4159000000,4159325000,8477,37.22258002,55,경기도 화성시 효행구 봉담읍 상리 39-10,031-5189-3456,10275
,1,126.9800805,수기초등학교 운동장,경기도 화성시 효행구 봉담읍 수기웃말길 27,,4159325026,4159000000,4159325000,10164,37.20173392,56,경기도 화성시 효행구 봉담읍 수기리 34-4,031-5189-3456,12320
,1,126.9541728,수영초등학교 운동장,경기도 화성시 효행구 봉담읍 수영로 63,,4159325023,4159000000,4159325000,3247,37.23612223,57,경기도 화성시 효행구 봉담읍 수영리 143-1,031-5189-3456,3935
